Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Clicks,Impressions,Engagement_Score,Customer_Segment
Facebook,0.03,10121.5,3.23,26687,80566,6,Home
Instagram,0.09,1504.23,4.02,3814,12819,6,Health
Pinterest,0.06,10699.66,1.30128008,16600,55033,1,Home
Twitter,0.09,15000.0,0.64,39454,118385,7,Health
Twitter,0.14,8694.28,1.93,22810,69084,2,Health
Instagram,0.1,6914.54,4.0,17967,54739,4,Food
Pinterest,0.04,2207.4,1.070696109,3171,11308,1,Fashion
Twitter,0.08,4939.56,3.59,12608,38864,9,Fashion
Twitter,0.1,11078.33,4.08,29289,88275,7,Food
Twitter,0.12,10688.87,4.95,28235,85151,6,Health
Instagram,0.02,13624.81,5.12,35870,107768,1,Fashion
Facebook,0.09,14571.3,2.71,37757,113358,9,Technology
Facebook,0.09,9797.49,0.04,25810,77969,1,Health
Twitter,0.12,12500.65,3.14,33086,99522,9,Fashion
Twitter,0.05,6235.9,3.58,16132,49304,4,Technology
Instagram,0.15,6200.7,4.82,16037,49021,9,Technology
Pinterest,0.13,2457.45,0.473680249,3526,12464,1,Technology
Pinterest,0.07,9312.91,0.661364876,14370,47773,1,Home
Facebook,0.08,14203.16,4.09,37090,111382,8,Technology
Twitter,0.08,9384.13,4.46,24657,74556,7,Health
Instagram,0.13,8263.64,4.98,21638,65613,4,Technology
Twitter,0.12,500.0,6.13,1727,6635,2,Health
Instagram,0.14,13943.96,0.62,36552,109789,7,Food
Facebook,0.01,4154.36,7.73,10467,32523,3,Food
Twitter,0.03,11236.98,2.56,29729,89579,3,Technology
Pinterest,0.05,2613.19,1.081420945,3753,13204,1,Home
Instagram,0.14,7573.82,0.39,19746,60007,9,Home
Facebook,0.15,14730.3,7.74,38012,114114,2,Food
Pinterest,0.08,6622.29,0.06792396,10083,33814,1,Food
Pinterest,0.09,3125.06,0.68460202,4525,15716,1,Technology
Pinterest,0.07,1918.32,0.832962249,2766,9988,1,Technology
Pinterest,0.11,10242.71,1.160069741,15867,52646,1,Home
Instagram,0.08,6073.59,6.28,15701,48027,1,Fashion
Facebook,0.08,7379.74,4.16,19217,58440,7,Technology
Pinterest,0.02,5496.86,1.378141403,8295,27991,1,Fashion
Facebook,0.01,10740.19,2.17,28366,85541,4,Home
Twitter,0.13,8570.82,7.21,22481,68110,3,Health
Pinterest,0.01,10578.57,0.895523791,16402,54389,1,Home
Instagram,0.02,10334.2,0.6,27259,82261,10,Food
Facebook,0.14,9260.45,7.16,24326,73575,2,Technology
Facebook,0.15,13551.88,1.52,35703,107273,6,Fashion
Instagram,0.13,8483.75,4.67,22243,67404,6,Home
Pinterest,0.02,8917.0,0.761463343,13744,45734,1,Technology
Facebook,0.05,2447.94,1.89,5978,19227,5,Technology
Pinterest,0.02,15000.0,0.527304428,23307,76874,1,Home
Facebook,0.12,5489.42,0.32,14104,43296,9,Health
Facebook,0.08,7204.02,0.03,18751,57060,9,Food
Facebook,0.12,1780.74,1.73,4394,14536,2,Home
Instagram,0.13,5429.04,3.56,13938,42806,8,Technology
Facebook,0.12,10866.49,0.29,28713,86569,7,Home
Instagram,0.06,8458.12,6.49,22174,67201,3,Health
Instagram,0.03,5566.06,3.81,14310,43906,4,Health
Pinterest,0.04,9523.52,0.509429701,14709,48877,1,Health
Instagram,0.14,4399.99,0.32,11136,34505,5,Food
Pinterest,0.02,2659.67,0.107248358,3820,13420,1,Fashion
Pinterest,0.03,14430.96,1.181519413,22031,72718,1,Technology
Pinterest,0.15,2686.6,0.838324667,3860,13552,1,Technology
Pinterest,0.12,6031.93,1.101083144,9155,30792,1,Health
Instagram,0.13,500.0,6.36,2038,7557,6,Food
Twitter,0.03,5451.95,6.68,14001,42993,8,Health
Pinterest,0.14,2528.04,0.85441192,3628,12796,1,Technology
Twitter,0.08,500.0,6.81,1034,4583,8,Fashion
Twitter,0.12,7926.03,4.03,20709,62859,5,Food
Facebook,0.15,3074.35,2.47,7571,23947,4,Fashion
Facebook,0.08,4711.05,1.12,11987,37026,1,Health
Twitter,0.14,500.0,1.8,2047,7584,1,Food
Twitter,0.01,10409.87,0.44,27464,82870,4,Food
Facebook,0.12,3673.42,5.39,9154,28634,4,Home
Facebook,0.04,2345.93,3.42,5736,18510,10,Technology
Pinterest,0.03,13138.79,0.028599562,20393,67383,1,Technology
Pinterest,0.03,8806.52,0.428993433,13572,45175,1,Fashion
Facebook,0.15,13626.75,7.85,35874,107781,8,Food
Facebook,0.12,14885.08,6.68,38246,114804,5,Food
Twitter,0.13,6671.46,7.46,17300,52762,7,Technology
Instagram,0.05,6926.15,5.2,17999,54832,9,Technology
Facebook,0.12,1329.11,2.88,3468,11794,4,Fashion
Twitter,0.09,2621.91,7.09,6416,20523,1,Food
Facebook,0.06,4537.64,2.35,11514,35623,3,Food
Instagram,0.14,4053.17,6.54,10184,31686,6,Health
Instagram,0.13,8829.15,2.31,23168,70145,6,Technology
Instagram,0.1,3930.34,7.71,9849,30693,1,Fashion
Instagram,0.07,8064.85,2.56,21092,63995,7,Food
Pinterest,0.05,2363.04,0.445080687,3393,12031,1,Fashion
Facebook,0.12,9870.58,4.16,26009,78561,4,Health
Instagram,0.15,6158.74,5.62,15926,48694,1,Fashion
Twitter,0.12,12837.91,3.03,33970,102139,1,Health
Instagram,0.07,4996.01,1.46,12758,39311,10,Food
Facebook,0.15,5831.25,2.78,15035,46053,5,Fashion
Instagram,0.07,10219.22,3.22,26953,81354,4,Food
Twitter,0.08,13767.47,5.38,36176,108674,6,Technology
Instagram,0.13,10879.48,1.95,28746,86667,4,Fashion
Facebook,0.04,4070.01,0.78,10232,31826,10,Fashion
Twitter,0.07,10006.02,3.84,26368,79621,5,Fashion
Twitter,0.04,1933.68,3.99,4744,15572,4,Technology
Twitter,0.02,5963.26,5.0,15406,47153,9,Technology
Instagram,0.08,8535.73,4.64,22387,67831,9,Fashion
Pinterest,0.09,6718.8,1.011709512,10235,34310,1,Health
Twitter,0.04,500.0,6.9,1811,6884,7,Technology
Twitter,0.15,4185.03,6.5,10546,32758,3,Technology
Instagram,0.07,15000.0,4.42,38444,115393,4,Home
Instagram,0.13,14197.36,1.27,37077,111343,3,Food
Twitter,0.09,8925.41,1.71,23428,70913,1,Home
Pinterest,0.06,14766.04,0.378944199,22360,73791,1,Technology
Pinterest,0.04,12938.95,0.761463343,20100,66431,1,Home
Instagram,0.07,15000.0,0.25,38549,115704,10,Home
Pinterest,0.07,12205.07,1.286980298,18980,62782,1,Technology
Twitter,0.08,11823.03,4.18,31307,94254,2,Health
Pinterest,0.06,11110.65,0.974172587,17257,57173,1,Home
Pinterest,0.14,5006.23,0.679239602,7511,25441,1,Food
Instagram,0.09,15000.0,3.56,38487,115521,5,Home
Twitter,0.01,8955.74,2.15,23510,71157,2,Home
Facebook,0.02,4465.27,0.38,11312,35027,2,Health
Facebook,0.11,5991.04,0.27,15478,47366,10,Home
Pinterest,0.06,3539.7,0.530879373,5163,17793,1,Home
Facebook,0.04,8278.4,1.53,21680,65737,2,Home
Facebook,0.04,8587.6,1.47,22529,68251,7,Fashion
Facebook,0.14,13838.86,7.05,36330,109131,1,Food
Facebook,0.01,7764.96,3.12,20275,61574,7,Technology
Twitter,0.11,10646.25,6.43,28114,84794,8,Technology
Pinterest,0.1,15000.0,1.304855025,23114,76244,1,Fashion
Facebook,0.02,11922.5,3.18,31569,95029,9,Health
Twitter,0.09,12597.52,3.18,33340,100274,9,Home
Instagram,0.05,11959.26,6.54,31662,95303,6,Technology
Facebook,0.09,7527.88,0.03,19620,59636,3,Health
Twitter,0.06,7062.62,4.99,18367,55924,5,Home
Facebook,0.01,4256.98,6.39,10746,33351,7,Technology
Twitter,0.06,13260.79,1.64,35017,105241,10,Food
Instagram,0.08,14325.11,7.04,37316,112052,7,Fashion
Instagram,0.04,1064.06,1.71,2979,10344,3,Home
Facebook,0.14,500.0,5.41,1278,5307,9,Health
Facebook,0.02,15000.0,5.5,38510,115588,1,Food
Instagram,0.03,11131.82,5.06,29436,88710,8,Health
Facebook,0.05,11837.22,0.55,31344,94362,9,Fashion
Facebook,0.1,1802.52,4.6,4445,14686,2,Fashion
Pinterest,0.09,8711.96,0.586291025,13425,44694,1,Food
Pinterest,0.11,5621.44,0.827599831,8498,28653,1,Home
Pinterest,0.08,9370.64,0.770400706,14459,48063,1,Home
Facebook,0.04,7473.98,4.09,19471,59194,4,Health
Twitter,0.07,13148.69,4.44,34744,104433,1,Fashion
Pinterest,0.07,1911.95,0.909823572,2757,9959,1,Food
Twitter,0.09,12753.39,0.7,33751,101490,9,Health
Instagram,0.13,9232.5,4.43,24253,73359,8,Home
Facebook,0.06,1541.95,7.53,3898,13066,7,Health
Instagram,0.14,679.3,4.39,2338,8445,6,Fashion
Facebook,0.14,4267.36,2.21,10775,33435,2,Food
Pinterest,0.11,4240.32,0.193047045,6287,21454,1,Fashion
Instagram,0.02,11807.89,4.1,31271,94145,1,Fashion
Instagram,0.1,11277.92,4.05,29837,89898,3,Fashion
Twitter,0.11,5959.67,4.54,15397,47126,7,Home
Pinterest,0.1,681.25,0.473680249,1374,5458,1,Technology
Twitter,0.01,14905.48,5.34,38275,114891,6,Home
Instagram,0.03,8155.81,2.86,21340,64729,5,Health
Facebook,0.11,8570.2,2.21,22480,68105,4,Health
Instagram,0.02,1173.83,2.75,3177,10930,3,Food
Pinterest,0.09,3060.11,1.081420945,4424,15389,1,Technology
Pinterest,0.11,11560.48,1.344179423,17977,59518,1,Health
Pinterest,0.08,3366.91,0.45401805,4896,16925,1,Food
Twitter,0.01,3197.55,7.5,7887,24882,6,Fashion
Twitter,0.07,9000.91,3.81,23630,71512,8,Home
Pinterest,0.06,5024.76,0.672089711,7537,25525,1,Home
Instagram,0.08,3340.85,2.38,8267,26006,10,Home
Instagram,0.08,1768.5,0.99,4366,14453,6,Technology
Pinterest,0.1,4146.6,1.269105572,6133,20952,1,Health
Instagram,0.04,6007.02,7.86,15520,47492,2,Health
Instagram,0.04,4622.12,6.82,11745,36309,1,Fashion
Facebook,0.13,4827.44,7.23,12299,37949,1,Technology
Twitter,0.04,5420.13,3.92,13913,42731,7,Food
Twitter,0.08,7430.98,4.98,19353,58843,5,Food
Twitter,0.12,500.0,0.83,1205,5089,10,Fashion
Instagram,0.07,2584.94,3.35,6321,20242,9,Health
Instagram,0.04,13164.73,0.64,34784,104551,8,Home
Instagram,0.12,14831.12,1.93,38170,114580,1,Home
Pinterest,0.11,15000.0,1.093933254,23355,77028,1,Technology
Pinterest,0.02,500.0,0.675664657,649,3097,1,Health
Pinterest,0.07,4785.74,0.908036099,7159,24292,1,Health
Instagram,0.04,8379.12,0.32,21954,66548,2,Fashion
Facebook,0.14,14805.7,3.34,38130,114461,1,Technology
Twitter,0.06,10139.4,6.98,26738,80717,3,Food
Facebook,0.11,5912.24,2.25,15260,46720,8,Food
Facebook,0.05,13290.38,1.53,35085,105443,8,Technology
Twitter,0.05,6494.42,5.21,16830,51370,4,Technology
Pinterest,0.01,3097.83,0.479042667,4482,15576,1,Technology
Twitter,0.11,14063.13,0.55,36804,110533,7,Fashion
Twitter,0.12,8014.33,6.46,20955,63589,7,Fashion
Twitter,0.06,8602.29,2.95,22566,68362,8,Technology
Pinterest,0.06,1285.38,0.602378279,1988,7453,1,Technology
Pinterest,0.12,8385.57,0.239521333,12905,43005,1,Home
Facebook,0.06,4288.89,0.04,10836,33615,1,Food
Facebook,0.09,4274.25,6.83,10795,33495,7,Fashion
Instagram,0.15,8726.6,4.11,22898,69345,7,Health
Facebook,0.04,11844.28,6.42,31361,94413,10,Home
Twitter,0.03,11324.43,7.43,29962,90268,10,Home
Facebook,0.03,11176.45,4.46,29558,89073,4,Food
Pinterest,0.1,6591.6,0.727501363,10034,33654,1,Technology
Facebook,0.03,1984.71,4.19,4867,15935,5,Home
Facebook,0.03,11429.55,0.63,30248,91114,3,Food
Pinterest,0.03,10458.69,0.756100925,16211,53767,1,Home
Pinterest,0.1,9976.67,0.98310995,15438,51251,1,Technology
Twitter,0.01,15000.0,6.38,38996,117028,3,Home
Facebook,0.12,3976.08,7.59,9977,31072,5,Health
Pinterest,0.05,15000.0,0.064349015,23046,76024,1,Health
Pinterest,0.01,15000.0,1.068908637,23071,76103,1,Fashion
Facebook,0.14,10008.55,0.39,26373,79639,4,Home
Instagram,0.06,11909.13,2.65,31534,94924,6,Health
Twitter,0.03,2123.82,3.97,5198,16916,9,Technology
Facebook,0.11,15000.0,0.25,38995,117024,2,Home
Pinterest,0.03,10052.93,0.207346826,15561,51650,1,Technology
Facebook,0.08,5293.75,7.53,13576,41731,7,Health
Pinterest,0.09,1371.55,1.320942279,2084,7768,1,Fashion
Facebook,0.01,13831.04,3.23,36313,109081,10,Fashion
Pinterest,0.09,14544.8,0.457592995,22149,73103,1,Technology
Pinterest,0.04,8793.42,1.120745343,13553,45112,1,Food
Instagram,0.14,4201.17,4.87,10591,32890,7,Fashion
Twitter,0.11,10754.58,4.73,28406,85658,3,Technology
Instagram,0.02,13435.22,4.9,35429,106462,2,Food
Twitter,0.12,10232.04,1.22,26986,81454,5,Technology
Instagram,0.09,6714.9,3.6,17417,53108,5,Technology
Instagram,0.12,5775.45,3.77,14879,45591,9,Fashion
Twitter,0.09,11379.64,5.05,30108,90701,2,Fashion
Facebook,0.04,500.0,5.77,1355,5534,4,Home
Twitter,0.07,6955.7,5.41,18075,55060,4,Health
Twitter,0.12,10358.08,2.55,27325,82459,8,Technology
Facebook,0.05,8879.79,4.18,23298,70529,1,Food
Twitter,0.11,500.0,6.41,868,4092,5,Fashion
Instagram,0.1,14522.98,5.14,37675,113115,1,Home
Twitter,0.1,11381.85,0.38,30115,90721,2,Food
Pinterest,0.09,12256.87,0.850836975,19058,63038,1,Home
Twitter,0.08,12429.28,3.67,32902,98977,8,Food
Pinterest,0.13,4060.33,0.761463343,5991,20492,1,Technology
Pinterest,0.14,3072.93,0.042899343,4444,15452,1,Fashion
Facebook,0.14,11962.46,1.21,31672,95334,1,Health
Pinterest,0.08,14540.01,1.067121164,22145,73088,1,Home
Pinterest,0.04,2968.79,1.101083144,4283,14931,1,Health
Pinterest,0.11,500.0,0.470105303,819,3650,1,Fashion
Twitter,0.11,7567.53,0.62,19728,59955,6,Fashion
Twitter,0.04,10510.39,1.72,27743,83696,7,Food
Facebook,0.09,11617.89,7.51,30762,92639,2,Fashion
Facebook,0.1,8932.6,6.97,23448,70974,1,Health
Facebook,0.02,10359.18,5.72,27329,82470,10,Health
Facebook,0.13,4833.5,2.14,12315,37999,9,Food
Facebook,0.09,9011.14,2.12,23659,71600,6,Technology
Twitter,0.12,8880.85,6.29,23301,70540,10,Health
Facebook,0.04,11623.26,1.18,30775,92676,4,Food
Pinterest,0.05,8655.58,0.323532547,13336,44406,1,Food
Facebook,0.14,12999.46,1.05,34377,103346,2,Technology
Facebook,0.1,5116.14,7.09,13095,40309,6,Food
Twitter,0.02,8561.64,7.29,22454,68029,6,Technology
Facebook,0.09,11337.97,7.26,29998,90373,8,Fashion
Facebook,0.03,10779.16,1.35,28472,85855,5,Fashion
Pinterest,0.14,3212.17,0.468317831,4655,16138,1,Technology
Instagram,0.09,1097.95,0.22,3042,10531,10,Fashion
Instagram,0.1,13160.09,6.81,34774,104521,2,Food
Instagram,0.1,6658.77,3.49,17265,52660,4,Fashion
Twitter,0.02,7384.88,0.72,19230,58480,4,Fashion
Instagram,0.07,4283.98,1.05,10823,33578,2,Fashion
Pinterest,0.11,2433.29,0.595228388,3491,12350,1,Health
Twitter,0.06,4199.81,5.01,10587,32879,8,Food
Pinterest,0.1,4014.71,1.158282269,5918,20253,1,Technology
Facebook,0.05,14202.93,0.96,37089,111379,5,Technology
Instagram,0.03,1800.93,6.99,4441,14675,8,Food
Pinterest,0.14,11386.54,1.106445562,17695,58598,1,Health
Facebook,0.14,6619.26,4.29,17158,52344,4,Health
Facebook,0.02,11199.76,0.59,29624,89267,3,Food
Pinterest,0.15,10465.89,0.541604209,16223,53805,1,Fashion
Instagram,0.11,4384.21,4.5,11093,34377,6,Home
Facebook,0.1,7886.38,0.99,20599,62534,4,Health
Pinterest,0.07,1434.01,0.588078497,2156,8002,1,Food
Instagram,0.07,13982.13,3.17,36630,110019,6,Fashion
Facebook,0.03,5495.49,2.44,14121,43346,3,Fashion
Instagram,0.07,6690.99,3.85,17352,52917,10,Food
Facebook,0.09,12584.34,7.71,33305,100170,5,Technology
Twitter,0.13,10535.95,1.36,27810,83894,5,Health
Facebook,0.09,12793.63,3.62,33857,101804,9,Health
Pinterest,0.03,918.07,1.333454587,1595,6174,1,Technology
Facebook,0.02,2398.99,4.38,5865,18892,3,Food
Instagram,0.12,12612.35,1.07,33380,100393,9,Food
Instagram,0.11,15000.0,5.13,39759,119289,1,Fashion
Facebook,0.02,13260.74,2.28,35017,105240,9,Health
Instagram,0.07,500.0,2.92,1279,5308,1,Technology
Pinterest,0.05,8650.22,1.086783363,13327,44376,1,Technology
Pinterest,0.05,8143.83,0.364644418,12515,41733,1,Fashion
Pinterest,0.01,7017.18,1.406740965,10716,35874,1,Food
Twitter,0.09,11603.83,7.26,30726,92531,9,Health
Facebook,0.11,5007.99,5.36,12795,39419,7,Food
Pinterest,0.03,1125.5,0.166234955,1814,6888,1,Food
Twitter,0.09,11702.39,5.41,30984,93295,2,Fashion
Instagram,0.15,7788.57,2.52,20341,61770,7,Health
Twitter,0.05,5865.39,3.51,15132,46342,3,Food
Twitter,0.09,12735.76,5.89,33702,101345,9,Health
Facebook,0.13,14273.91,5.29,37225,111780,9,Technology
Twitter,0.09,3986.24,2.04,10004,31153,6,Technology
Pinterest,0.09,14626.62,1.351329313,22232,73372,1,Fashion
Instagram,0.05,10546.15,5.84,27835,83967,1,Fashion
Twitter,0.04,4906.46,1.36,12519,38601,8,Technology
Facebook,0.04,1927.28,5.32,4727,15522,2,Fashion
Instagram,0.06,3329.22,2.74,8239,25925,8,Health
Pinterest,0.09,500.0,1.061758746,552,2778,1,Fashion
Pinterest,0.06,10005.63,0.323532547,15485,51404,1,Technology
Twitter,0.01,9477.01,2.55,24914,75317,5,Health
Pinterest,0.04,7145.71,0.988472368,10919,36535,1,Home
Facebook,0.04,13021.38,4.55,34433,103511,4,Food
Pinterest,0.15,630.61,1.01707193,1329,5311,1,Home
Facebook,0.08,2827.99,1.96,6927,22039,10,Technology
Twitter,0.05,5947.35,0.91,15361,47020,4,Food
Instagram,0.03,3456.97,0.51,8569,26902,8,Technology
Pinterest,0.02,15000.0,0.078648796,22887,75504,1,Home
Twitter,0.04,10423.17,6.23,27502,82983,10,Health
Pinterest,0.13,12145.82,0.879436537,18883,62469,1,Home
Facebook,0.08,4456.61,3.92,11289,34959,9,Fashion
Pinterest,0.02,6289.83,1.135045124,9561,32114,1,Health
Pinterest,0.05,5654.67,0.457592995,8550,28822,1,Health
Facebook,0.05,8532.79,2.19,22378,67806,4,Home
Instagram,0.14,6316.07,6.91,16354,49962,10,Home
Pinterest,0.06,6500.58,0.720351473,9894,33197,1,Food
Twitter,0.03,7958.44,0.76,20799,63127,2,Fashion
Twitter,0.07,1937.9,1.07,4754,15600,5,Food
Twitter,0.11,11726.21,3.77,31047,93482,3,Technology
Twitter,0.03,3022.75,6.36,7442,23562,8,Technology
Pinterest,0.04,4554.0,0.770400706,6787,23081,1,Health
Twitter,0.14,14992.23,1.91,38399,115260,5,Health
Instagram,0.07,5920.61,3.73,15284,46791,4,Home
Pinterest,0.02,500.0,0.97596006,494,2592,1,Fashion
Instagram,0.02,13938.01,2.86,36540,109751,2,Food
Twitter,0.08,7288.05,6.41,18975,57723,6,Technology
Instagram,0.09,10156.41,6.45,26786,80859,9,Home
Instagram,0.13,5813.38,4.08,14986,45909,1,Technology
Instagram,0.14,8473.13,2.41,22214,67318,10,Health
Facebook,0.06,9943.98,4.24,26196,79113,1,Home
Twitter,0.08,500.0,4.3,1196,5062,10,Fashion
Pinterest,0.05,5014.91,0.109035831,7524,25481,1,Food
Twitter,0.14,6749.88,5.75,17513,53394,8,Home
Facebook,0.09,9105.17,7.59,23904,72323,8,Health
Pinterest,0.02,7649.82,1.211906448,11717,39133,1,Technology
Instagram,0.07,7834.7,0.71,20462,62129,10,Home
Instagram,0.12,12165.09,6.6,32202,96904,1,Fashion
Twitter,0.07,4149.6,5.04,10452,32479,5,Food
Pinterest,0.13,12698.34,0.988472368,19734,65241,1,Fashion
Instagram,0.11,13878.09,2.74,36414,109378,3,Fashion
Twitter,0.03,12203.38,6.71,32310,97223,8,Fashion
Pinterest,0.08,3820.62,0.445080687,5609,19247,1,Home
Instagram,0.1,9280.65,1.75,24384,73747,2,Health
Instagram,0.07,10815.99,4.26,28574,86158,5,Fashion
Instagram,0.09,9395.46,0.16,24692,74658,7,Home
Pinterest,0.09,1291.86,0.434355851,1994,7476,1,Technology
Instagram,0.1,4957.34,0.58,12653,38999,4,Fashion
Twitter,0.14,1146.41,3.13,3127,10782,8,Food
Twitter,0.12,1164.41,0.9,3162,10886,10,Home
Facebook,0.12,9916.87,1.75,26125,78903,9,Home
Facebook,0.1,11588.14,1.64,30683,92405,1,Fashion
Facebook,0.1,2246.17,1.49,5497,17802,2,Health
Instagram,0.02,5231.04,5.5,13410,41241,4,Health
Instagram,0.12,7607.03,0.43,19833,60265,1,Technology
Pinterest,0.12,8916.82,0.353919582,13744,45733,1,Food
Instagram,0.13,1697.26,3.17,4216,14007,4,Health
Instagram,0.11,12534.8,6.97,33173,99778,7,Health
Facebook,0.1,2308.58,4.37,5645,18239,6,Technology
Facebook,0.06,15000.0,0.39,38785,116403,1,Fashion
Pinterest,0.15,10122.81,0.775763124,15676,52025,1,Health
Instagram,0.08,13679.41,5.03,35986,108112,3,Home
Facebook,0.03,4024.45,0.47,10103,31446,3,Health
Pinterest,0.11,5836.62,0.423631015,8838,29761,1,Fashion
Facebook,0.09,3342.57,3.16,8272,26022,6,Fashion
Pinterest,0.11,1136.7,1.328092169,1826,6927,1,Health
Instagram,0.06,4896.41,5.18,12490,38514,9,Fashion
Facebook,0.01,10573.0,6.44,27909,84188,7,Home
Pinterest,0.14,500.0,1.052821383,698,3255,1,Food
Facebook,0.09,8838.56,7.72,23191,70212,5,Technology
Twitter,0.1,2736.32,6.49,6696,21355,8,Health
Instagram,0.02,9869.65,1.51,26007,78554,5,Fashion
Facebook,0.05,3511.19,6.43,8716,27338,9,Health
Twitter,0.01,8283.24,5.54,21693,65776,6,Health
Facebook,0.02,9894.62,6.34,26070,78740,5,Health
Twitter,0.04,14127.49,6.32,36934,110919,2,Food
Twitter,0.12,7633.16,1.36,19906,60483,1,Fashion
Twitter,0.11,12595.71,0.2,33335,100258,10,Food
Twitter,0.12,12223.11,3.11,32362,97376,4,Home
Pinterest,0.05,10406.88,0.530879373,16126,53491,1,Food
Twitter,0.12,2967.84,1.24,7291,23117,5,Health
Instagram,0.06,13679.96,5.82,35987,108115,7,Health
Facebook,0.08,5221.1,7.5,13381,41154,2,Technology
Twitter,0.02,500.0,1.43,926,4263,6,Food
Pinterest,0.05,11174.72,0.552329045,17357,57498,1,Food
Pinterest,0.07,10881.32,0.936635662,16886,55966,1,Home
Instagram,0.04,8907.32,6.68,23377,70762,3,Fashion
Facebook,0.04,2836.92,7.56,6951,22108,5,Fashion
Facebook,0.1,13949.16,7.07,36563,109822,7,Fashion
Twitter,0.06,14433.72,3.66,37516,112643,9,Technology
Pinterest,0.1,11848.61,0.160872537,18425,60976,1,Home
Pinterest,0.03,9875.18,1.026009293,15283,50746,1,Technology
Facebook,0.1,3972.67,5.64,9965,31035,10,Fashion
Instagram,0.04,12396.14,2.92,32815,98720,2,Home
Instagram,0.04,3804.61,6.71,9509,29685,1,Food
Twitter,0.03,1901.53,4.34,4671,15357,5,Fashion
Twitter,0.06,13324.47,2.33,35165,105679,9,Food
Twitter,0.09,10870.88,1.35,28724,86601,4,Technology
Pinterest,0.13,12516.9,0.396818925,19457,64336,1,Home
Twitter,0.03,14992.63,4.58,38400,115262,7,Fashion
Facebook,0.08,15000.0,1.41,38642,115978,2,Health
Instagram,0.07,500.0,1.53,2050,7591,10,Fashion
Facebook,0.04,7102.75,4.07,18474,56240,2,Technology
Pinterest,0.05,1739.35,0.03396198,2527,9212,1,Food
Facebook,0.15,8664.75,3.21,22731,68848,7,Health
Twitter,0.02,500.0,1.36,846,4024,1,Health
Pinterest,0.13,13656.25,1.238718537,21106,69707,1,Fashion
Instagram,0.1,13112.05,1.43,34653,104163,10,Fashion
Pinterest,0.1,13448.2,1.27446799,20826,68794,1,Fashion
Instagram,0.07,7182.12,5.91,18693,56889,8,Health
Instagram,0.13,7884.48,2.79,20593,62517,7,Home
Facebook,0.03,10071.11,2.9,26545,80148,1,Food
Twitter,0.14,12763.33,6.18,33776,101566,9,Home
Facebook,0.04,6403.69,1.87,16592,50665,7,Home
Instagram,0.1,500.0,5.84,1114,4820,5,Health
Facebook,0.12,500.0,0.11,971,4396,2,Fashion
Instagram,0.02,8881.3,1.76,23303,70545,10,Food
Facebook,0.09,3564.36,3.06,8860,27762,10,Food
Pinterest,0.02,12921.7,0.193047045,20074,66347,1,Home
Facebook,0.14,8376.65,4.31,21948,66531,3,Food
Instagram,0.09,11655.54,1.82,30865,92942,7,Technology
Pinterest,0.12,4207.41,0.925910826,6230,21269,1,Fashion
Pinterest,0.09,15000.0,1.143982487,23138,76324,1,Home
Facebook,0.01,3714.78,6.31,9264,28960,2,Health
Instagram,0.06,8581.89,3.8,22512,68200,4,Technology
Instagram,0.05,12039.55,3.4,31868,95914,5,Health
Pinterest,0.07,8167.31,0.868711701,12554,41859,1,Fashion
Pinterest,0.12,9628.65,0.577353662,14881,49436,1,Technology
Pinterest,0.05,4985.73,0.473680249,7477,25327,1,Health
Facebook,0.11,5145.64,6.18,13179,40557,3,Home
Pinterest,0.14,8593.5,1.083208418,13239,44091,1,Technology
Instagram,0.11,11778.93,4.03,31195,93919,5,Home
Pinterest,0.09,8510.27,0.958085333,13106,43655,1,Home
Facebook,0.03,6256.51,4.41,16186,49464,1,Fashion
Twitter,0.02,13853.2,0.51,36360,109220,5,Fashion
Pinterest,0.03,14424.77,0.611315642,22023,72693,1,Technology
Pinterest,0.08,9977.92,0.296720458,15440,51258,1,Fashion
Facebook,0.15,12350.84,6.84,32697,98370,4,Fashion
Instagram,0.14,13899.58,5.03,36454,109498,7,Technology
Twitter,0.11,5162.49,6.75,13227,40699,9,Health
Pinterest,0.1,13930.36,0.505854756,21451,70831,1,Technology
Twitter,0.03,15000.0,2.64,39762,119297,9,Home
Instagram,0.07,10577.17,6.48,27922,84226,7,Health
Facebook,0.08,12818.38,6.54,33922,101997,10,Health
Instagram,0.13,10053.58,1.93,26497,80004,5,Health
Pinterest,0.07,5350.15,0.561266408,8061,27228,1,Fashion
Twitter,0.14,12137.2,3.15,32127,96681,8,Health
Pinterest,0.03,10154.69,1.370991512,15729,52197,1,Technology
Instagram,0.12,13604.28,6.04,35824,107633,5,Home
Instagram,0.11,500.0,2.15,641,3419,3,Home
Twitter,0.08,3336.97,5.53,8257,25978,10,Health
Facebook,0.03,12004.18,5.23,31780,95654,7,Home
Pinterest,0.1,7369.91,1.140407542,11269,37677,1,Health
Twitter,0.12,8867.45,7.33,23267,70436,2,Health
Pinterest,0.07,6935.48,0.743588617,10584,35447,1,Health
Facebook,0.09,14097.43,5.09,36875,110746,1,Technology
Twitter,0.01,6067.83,6.15,15684,47975,10,Technology
Facebook,0.06,11101.1,3.06,29354,88466,5,Fashion
Instagram,0.04,5369.38,0.22,13776,42325,10,Technology
Facebook,0.14,8221.84,0.35,21523,65272,6,Fashion
Facebook,0.11,5447.21,4.45,13989,42956,6,Technology
Instagram,0.14,9720.77,5.73,25596,77336,2,Home
